atomic_number,electronegativity,ionization_energy,electron_affinity,valence_electrons,ionic_radius,covalent_radius,coordination_number,avg_site_valence,bond_valence_sum,bader_charge,electrostatic_potential,electron_density,elf,local_magnetic_moment,local_dos_fermi,s_electron_count,p_electron_count,d_electron_count,bond_length_distortion,vectorial_asymmetry_norm_sq,mean_squared_neighbor_distance,local_environment_anisotropy,symmetry_breaking_quotient,structure_chemistry_incompatibility,chemical_in_structural_metric,charge_weighted_local_size,elf_weighted_local_anisotropy
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.670495117478021,1.3085499999999968,-218.45423532905363,16084.410880955058,0.13409076785952176,0.0,1.6857281811408483e-42,1.1439887569357934,0.47298257978144836,4.9970503714512065,0.004017687966131428,0.00047671834400500525,8.216580671427465,0.005941784007521187,0.041666666666666664,0.8147606357968846,18.167582083987586,40.25324648219103,6.39235288003508e-05
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.6704951164944024,1.3085449999999952,-218.4542418596323,16084.429196492845,0.13409079770308102,0.0,1.685728181121392e-42,1.143988756437593,0.4729825815775795,4.997050371587119,0.004017684930641334,0.00047670118278452466,8.216580670373984,0.005941784167991494,0.041666666666666664,0.8147606357968726,18.13428712614926,42.61354579223364,6.392124186557915e-05
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.6704951178137386,1.3085499999999968,-218.45423508204783,16084.410169822702,0.13409076661763022,0.0,1.685728181584003e-42,1.1439887569973493,0.47298258005093274,4.997050371453148,0.004017688024723541,0.00047672772856206645,8.216580671111394,0.0059417840961130605,0.041666666666666664,0.814760635796871,18.167582085197992,38.28026133008504,6.392478659076902e-05
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.670495116447199,1.3085449999999952,-218.45424211903963,16084.429907621994,0.13409079894498638,0.0,1.6857281813755582e-42,1.1439887564359577,0.4729825819293824,4.997050371584049,0.004017684845778838,0.0004767006469300121,8.216580670365474,0.005941784172721835,0.041666666666666664,0.8147606357968822,18.13428712609346,35.93401530553139,6.39211706044372e-05
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.670495117478235,1.3085499999999968,-218.4542353290516,16084.410880952966,0.1340907678595299,0.0,1.685728181141129e-42,1.143988756935804,0.4729825797814523,4.9970503714511825,0.004017687966119734,0.0004767183440032106,8.216580671427229,0.005941784007505739,0.041666666666666664,0.8147606357968589,18.16758208398673,38.31170976984964,6.392352880011403e-05
82,1.8,7.4166799,0.35674316,4,1.19,1.44,6,2,1.6704951164943775,1.3085449999999952,-218.45424185963824,16084.429196492954,0.1340907977030853,0.0,1.6857281811213957e-42,1.1439887564375986,0.47298258157755135,4.997050371587155,0.004017684930637978,0.00047670118278547827,8.216580670374013,0.0059417841679869675,0.041666666666666664,0.814760635796882,18.134287126149253,40.672017385153865,6.392124186570905e-05
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7302495792936199,-0.7091349999999998,-319.5546178157093,1743.9927801287351,0.058281682278766525,0.0,9.259909605737314e-43,0.959558238346825,2.601214007140078,,0.11215456115821262,8.68726868130855,10.501305442955953,0.1484635782805297,0.5,1.4970987491755339,17.526857749320428,45.46551063086751,0.506308633154304
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519352888313,-0.7662289999999992,-319.2672344929288,1744.6642146422878,0.05196523402490909,0.0,9.46337506853898e-43,0.9584550510147769,2.60067654901275,,0.1384620038434676,0.0183580792826165,13.085578710561029,0.18268137019447825,0.125,0.8209139416465059,36.208483202506514,76.09718167161242,0.0009539818861690015
17,3.16,12.967633,3.612725,7,1.81,0.99,6,-1,-0.6326519355426728,-0.7662289999999992,-319.2672339943445,1744.6641553530294,0.051965235478706844,0.0,9.463375058262602e-43,0.9584550509033108,2.6006765501258884,,0.1384620038619188,0.018358055856429335,13.085578710364421,0.18268137018983568,0.125,0.8468225822831296,36.206428506100195,79.84238597453752,0.0009539806955106036
17,3.16,12.967633,3.612725,7,1.81,0.99,4,-1,-0.7371646656232997,-0.7086250000000014,-318.4584336191516,1321.8856280105997,0.04115863331971764,0.0,9.249726737133492e-43,0.9596392116889925,2.6012045114253506,,0.11193431277094207,8.177532103575825,10.477497995265065,0.14690066336640845,1.0,1.4970987491755345,14.021953407925459,42.89118719608837,0.33657604531129665
