site1_index,site2_index,site1_element,site2_element,image_x,image_y,image_z,bond_distance,site1_coord_num,site2_coord_num,local_3_cycle_count,local_4_cycle_count,continuous_ionic_character_en,continuous_ionic_character_charge,delta_electronegativity,avg_electronegativity,delta_bader_charge,avg_bader_charge,delta_electron_density,avg_electron_density,delta_elf,avg_elf,delta_local_dos_fermi,avg_local_dos_fermi,delta_local_environment_anisotropy,avg_local_environment_anisotropy,delta_symmetry_breaking_quotient,avg_symmetry_breaking_quotient,delta_structure_chemistry_incompatibility,avg_structure_chemistry_incompatibility,delta_lie_algebra_norm,avg_lie_algebra_norm,delta_lie_algebra_principal_angle,avg_lie_algebra_principal_angle,delta_local_variational_free_energy,avg_local_variational_free_energy,density_at_midpoint,density_laplacian_at_midpoint,potential_at_midpoint,density_gradient_at_midpoint,lie_incompatibility,tensor_alignment,local_quotient_orbit_size,local_bond_stabilizer_size,symplectic_coupling,align_proj_u1,align_proj_u2,align_proj_u3,align_proj_v1,align_proj_v2,align_proj_v3
0,44,Cs,I,0,0,0,3.9296156667299873,9,5,0,4,0.5828147870350189,1.436078000000002,1.87,1.725,1.436078000000002,0.09470899999999816,1604.238345261031,6532.668702287885,0.05149342815169,0.202098538552843,1.0388060095088269e-43,9.431768997201138e-43,0.15579937993224421,0.2159131414349088,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792566582232873,0.06314660127887944,0.0560429204838709,0.04465138997317875,0.6788900063550622,0.21691544198850174,0.05717997797067882,0.004420997304545028,6.0468100443169455,0.0004094232610080796,38.289263042126855,0.9035312868748651,1,1,0.00027918552384551877,2.4235708429719924,3.0083196075678664,0.7198588722996295,0.7565675550665683,2.423570785788177,2.99929816275482
0,32,Cs,I,0,0,0,3.9296157595748222,9,5,0,4,0.5828147870350189,1.436078000000002,1.87,1.725,1.436078000000002,0.09470899999999816,1604.2348317965225,6532.670459020139,0.05149343007406479,0.20209853759165558,1.0380959610057584e-43,9.432124021452674e-43,0.1557993780144806,0.215913140476027,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792565857850028,0.0631465650597372,0.0560428692622688,0.0446513643623777,0.6788900599130597,0.21691541520950305,0.05717997362749162,0.004420997078829232,6.0468116454421725,0.00040942328342069096,38.28926265626009,0.9035312831783475,1,1,0.00027918560456991577,2.423570801035156,3.008319772348777,0.7198588316913312,0.7565675672088927,2.4235708640207383,2.9992982181197316
0,34,Cs,I,0,-1,0,3.946581539809325,9,5,0,5,0.5828147870350189,1.436078000000002,1.87,1.725,1.436078000000002,0.09470899999999816,1604.2285827110227,6532.673583562889,0.051494396891273886,0.20209805418305105,1.0360879990789945e-43,9.433128002416056e-43,0.1557993805864399,0.21591314176200666,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792564381845156,0.06314649125949359,0.05604276489296339,0.044651312177725,0.6788903919364636,0.21691524919780109,0.0553907234595154,0.00421424770191354,6.081317197935905,0.0004485603426956562,10.881434551568523,0.9167728433115155,1,1,0.00022195286262313433,2.42357086981276,1.1073002885446646,2.911304889623837,0.757437672531522,2.423570851451804,3.021274292510851
0,46,Cs,I,0,-1,0,3.9465815459665516,9,5,0,5,0.5828147870350189,1.4360789999999994,1.87,1.725,1.4360789999999994,0.09470849999999942,1604.2255176443332,6532.675116096234,0.05149439625471858,0.2020980545013287,1.0410938872960546e-43,9.430625058307525e-43,0.1557993794301182,0.2159131411838458,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792563522137611,0.06314644827411635,0.0560427041024599,0.044651281782473254,0.6788904139650039,0.21691523818353095,0.05539072507084103,0.004214247633601239,6.081317032458926,0.000448560448023412,10.881432814850017,0.91677284775071,1,1,0.00022195284599301385,2.4235707736409604,1.1073004317337185,2.911304923569397,0.7574377863301219,2.4235707822646346,3.021274327524108
0,39,Cs,I,0,0,0,4.002767452070751,9,5,0,2,0.5828147870350189,1.3906729999999996,1.87,1.725,1.3906729999999996,0.11741149999999934,3478.425715695794,5595.575017070503,0.0502697455997895,0.20271037982879325,1.0060131955180625e-43,9.44816540419652e-43,0.0629000179678112,0.1694634604526923,0.0,1.0,0.008598349618085102,0.09348744732830125,0.06759319618865729,0.05731487026156445,0.0477956073870722,0.0405277334247794,0.06340039294072386,0.5880606416363948,0.04854490672070875,0.004114004794505629,5.961730882636097,0.00029485507330131387,30.5345104264586,0.941925196138771,1,1,0.00025527861207923685,2.4235707146659897,2.031521282262948,2.4538487211079385,0.6005683087302623,2.4235706700443695,3.1285412238304513
0,27,Cs,I,0,0,0,4.002767489851427,9,5,0,2,0.5828147870350189,1.3906720000000021,1.87,1.725,1.3906720000000021,0.11741199999999807,3478.4257131293443,5595.5750183537275,0.05026974759651018,0.2027103788304329,1.0022436944344206e-43,9.450050154738342e-43,0.0629000149486868,0.1694634589431301,0.0,1.0,0.008598349618085102,0.09348744732830125,0.0675930810999081,0.05731481271718985,0.047795526007037195,0.0405276927347619,0.06340047861125753,0.5880606844716616,0.04854490972748928,0.004114004899995758,5.961732786360184,0.0002948551321574582,30.534510295376247,0.9419251902808818,1,2,0.00025527859861151366,2.4235708753228273,2.0315211653812506,2.4538487208274367,0.6005683837982846,2.42357081130704,3.128541148326797
0,29,Cs,I,0,-1,0,4.075725057459496,9,5,0,3,0.5828147870350189,1.3504950000000022,1.87,1.725,1.3504950000000022,0.13750049999999803,463.2891544994409,7103.143297668679,0.05113568991152609,0.20227740767292496,8.744195532518558e-44,9.513962225329626e-43,0.1052910297832346,0.19065896636040403,0.0,1.0,0.008598349618085102,0.09348744732830125,0.0946959205928475,0.07086623246365956,0.0669601276019053,0.05010999353219595,0.13055603129497184,0.6216384608135188,0.041430633848205736,0.0036996741713819416,6.151513358171327,0.00024345521698647429,1.1475858854703016,0.9903488354242529,1,2,0.0001558652766554626,3.98265916328594e-08,2.5419991144240637,3.18587119109836,2.3588423275994276e-08,3.0446685637551534,2.7095254346258404
0,26,Cs,I,0,-1,0,4.07428340865546,9,5,0,3,0.5828147870350189,1.3906709999999975,1.87,1.725,1.3906709999999975,0.11741250000000036,3478.4234203673873,5595.576164734706,0.0515762829030465,0.20205711117716474,9.992305174179954e-44,9.451556743246556e-43,0.0629000371340554,0.1694634700358144,0.0,1.0,0.008598349618085102,0.09348744732830125,0.0675929674870043,0.05731475591073795,0.0477954456705825,0.04052765256653455,0.06340019580093936,0.5880605430665026,0.043889156215216434,0.0036182412030499093,6.350810055840377,0.00033735545076018917,30.53451132408978,0.9419251777207104,1,2,0.00032861939221907394,7.617572672866284e-08,4.058905900558463,0.35364980483074837,2.8552936432666396,1.7201819269683263e-07,2.906386675025579
0,31,Cs,I,0,0,0,4.285545017739801,9,5,0,5,0.5828147870350189,1.3504989999999992,1.87,1.725,1.3504989999999992,0.13749849999999952,463.29152228531075,7103.142113775744,0.0511362655657962,0.2022771198457899,8.735897622481563e-44,9.514377120831475e-43,0.10529102989743089,0.19065896641750216,0.0,1.0,0.008598349618085102,0.09348744732830125,0.0951336492990352,0.0710850968167534,0.0672696485383706,0.0502647540004286,0.1305562070987618,0.6216385487154138,0.028219462836035755,0.0024481462742509167,6.468704111203829,0.0002747197710227481,3.0141884808068875,0.9893805800454578,1,2,0.00010246529950022993,4.1459903328902464e-08,1.4520189872264222,4.032063610585573,2.0196397495789535e-08,2.730753864648764,3.302859280953438
1,57,Cs,I,-1,0,0,3.9296156831736884,9,5,0,4,0.5828147870350189,1.4360810000000015,1.87,1.725,1.4360810000000015,0.09471349999999745,1604.2226262442937,6532.688410265595,0.05824294374481401,0.20547329054468588,1.03040933168957e-43,9.432226341017262e-43,0.1557993953577011,0.21591314137148734,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792566148157233,0.06314608013752575,0.05604288979008809,0.04465102147059355,0.6788907714250951,0.21691505191625515,0.05717997815459111,0.00012381982348769226,6.046803800920897,0.000373329665711402,38.28919738325881,0.9035312702135725,1,1,0.00035346690707578827,2.4235708228184882,3.008320159462866,0.7198567235199269,0.756567916383311,2.4235708222973678,2.9992980636563757
1,33,Cs,I,0,0,0,3.9296156958031503,9,5,0,4,0.5828147870350189,1.4360829999999964,1.87,1.725,1.4360829999999964,0.09471249999999998,1604.225040019306,6532.687203378088,0.05985842336957789,0.20466555073230397,1.0247742494325209e-43,9.435043882145788e-43,0.1557993907436218,0.2159131390644477,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792566364590864,0.0631460909592073,0.056042905094256995,0.044651029122678,0.6788906954821932,0.2169150898877061,0.05717997625320181,0.004420996844567086,6.046803075615353,0.00040942348262943307,38.28919715526841,0.9035312730948114,1,1,0.0002791861122626514,2.4235708353440533,3.008320131939617,0.7198568653135227,0.7565678768042272,2.423570825690745,2.999298087444978
1,35,Cs,I,0,1,0,3.9465816249095744,9,5,0,5,0.5828147870350189,1.436085999999996,1.87,1.725,1.436085999999996,0.09471100000000021,1604.237705029498,6532.680870872992,0.059859159317074,0.20466518275855589,1.025057045908473e-43,9.434902483907812e-43,0.15579940713689489,0.21591314726108424,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792568325047279,0.06314618898202805,0.05604304371945949,0.04465109843527925,0.6788903319051557,0.21691527167622487,0.05539072371920859,0.004214247955685676,6.081319091577481,0.0004485601892022784,10.88148102775171,0.9167728306300266,1,1,0.00022195278078084574,2.4235709012562534,1.1073020723590346,2.9113043003449914,0.7574375928279141,2.423570873442272,3.0212744060159813
1,59,Cs,I,-1,1,0,3.946581635557434,9,5,0,5,0.5828147870350189,1.436085999999996,1.87,1.725,1.436085999999996,0.09471100000000021,1604.2306257936225,6532.6844104909305,0.058243908882136014,0.2054728079760249,1.029745701924367e-43,9.432558155899865e-43,0.1557994051324738,0.2159131462588737,0.5,0.75,0.008598349618085102,0.09348744732830125,0.0792567451309793,0.06314614529515375,0.05604298193688939,0.0446510675439942,0.6788903551016848,0.2169152600779603,0.05539072335490893,0.00021403366213745338,6.081320169326447,0.000418131610814505,10.881481116764569,0.9167728321524501,1,1,0.00038529578165402104,2.4235707572838456,1.1073021122722453,2.911304419451052,0.7574376672882559,2.4235708583587168,3.021274413357136
