atom_index_i,atom_index_j,atom_index_k,atom_symbol_i,atom_symbol_j,atom_symbol_k,triangle_area,bond_angle_variance,triangle_shape_factor,avg_bader_charge,variance_bader_charge,avg_structure_chemistry_incompatibility,variance_structure_chemistry_incompatibility,avg_tensor_variance,var_tensor_variance,avg_bond_distance,variance_bond_distance,avg_tensor_alignment,variance_tensor_alignment,density_at_barycenter,density_laplacian_at_barycenter,elf_at_barycenter,elf_barycenter_uncertainty,vfe_laplacian_variance,vfe_variance,lie_commutator_flux,structural_tensor_product_trace,structure_tensor_normal_projection,solid_angle_variance,triangle_sphericity,alpha_filtration_value
0,10,24,Cs,Pb,Cl,5.705736332773464,0.15099253932843446,0.8622199533676898,0.4738263333333326,0.8010614663682213,0.0711160549145316,7.77383209778873e-05,36.67195743826958,729.1640246231044,3.420828330225836,0.29046043673847266,0.9670541299746713,5.951461230245517e-07,0.055223796263879174,0.005413180537227882,0.25833506201307715,0.0,4.039818362243323,0.4488687069159248,0.0361776162529229,49600.195151879845,86.95685155612536,165.59613049487163,0.2616403820077667,21.46081163011464
6,29,36,Cs,Cl,Cl,7.6354059336218505,0.14779023681300044,0.8840104623285,-0.21812333333333336,0.6039679072142229,0.06978582194360533,5.966771569964823e-05,51.904133868144974,76.59582256592313,3.90818235219058,1.5762143456094067e-15,0.9678255908498241,3.7950395965843115e-22,0.02995379982679202,0.004426327133104617,0.15356962022370385,0.0,3.3806432660643986,0.37562702956271105,0.055598737970064094,85721.21580743835,66.43739713875918,198.92777141567854,0.4082637927970735,7.793381248484129
0,14,31,Cs,Pb,Cl,5.0566881113912565,0.2286419654567271,0.8202218497298381,0.4940339999999992,0.7517033244539993,0.0711160549145316,7.77383209778873e-05,24.24116026767982,813.3740074197573,3.216806906676631,0.1296484702401403,0.9484479699499099,0.0009795715184105745,0.11749554991565944,0.009773248677297328,0.5443164945036846,0.0,6.63827950676459,0.7375866118627323,0.4727698958034339,24873.263899302125,71.77804117942651,371.4010522755466,0.3040391538990024,21.511550495888223
12,28,33,Pb,Cl,Cl,0.01693979720962946,2.1845743490761786,0.0026917439785484163,-0.03627633333333454,0.9038025382835541,0.07657809279885867,3.5390395138786404e-06,5.767983012354777,16.525007741314614,2.8592270241529114,3.709206727782868e-05,0.9799169463958206,4.093717320641365e-10,14195.873610403032,-71617.50504930623,0.13772882446129023,0.0,3.2730510713519103,0.36367234126132336,0.9732134402718289,10114.703752782241,49.82804785407047,124.94735461846996,0.045996573419202984,87.98833300774369
5,12,33,Cs,Pb,Cl,5.055454667039233,0.23006221722077394,0.8190930009853578,0.4911319999999992,0.7522988688446656,0.0711160549145316,7.77383209778873e-05,24.267519628374895,807.3429521560716,3.2173353382389176,0.1326406492306926,0.9480607408721966,0.001013529150548205,0.1180510526355347,0.009861581010635449,0.5354168179474066,0.0,4.010273540016116,0.44558594889067965,3.455958649128292,24941.142629679765,71.79286349782396,565.6187195507342,0.3065795099292937,21.318323658323873
4,30,38,Cs,Cl,Cl,6.359661660037443,0.007786473799910699,0.9919658681212767,-0.20037699999999958,0.5850934631326667,0.06978582194360533,5.966771569964823e-05,39.649333994635754,528.6346629005977,3.7421994527868376,0.027550310412693384,0.9411292289352583,0.0007126955426463155,0.01939386141706918,0.002281456205605475,0.012383694341622327,0.0,5.236766878276718,0.5818629864751911,0.027799818849840428,38858.386101342076,79.94673078770367,381.1764506052152,0.3374471429767716,22.519354199180352
1,21,24,Cs,Cl,Cl,6.366646535410658,0.46769396146300063,0.6876530307536202,-0.20081766666666687,0.5791546102535555,0.06978582194360533,5.966771569964823e-05,39.49969780683278,532.6680068549996,3.758276998428521,0.031238095257166275,0.9418890075941754,0.0006586531792987292,0.21910749018846923,0.020104981124795186,0.7366620282549345,0.0,2.887890479838292,0.32087671998203254,2.984109025610384,39041.734760090985,79.96144486791087,589.5139815398512,0.2609769966395694,12.370685354343072
6,25,29,Cs,Cl,Cl,6.360381896216273,0.4528784141278277,0.6959142522796238,-0.19791566666666682,0.5825751417282229,0.06978582194360533,5.966771569964823e-05,39.473336679809115,539.5019977974537,3.7425282665540927,0.027441262934609044,0.9424877286144042,0.0006420072636483216,0.2100192905694736,0.01958512534519612,0.73691309080537,0.0,5.195673276021714,0.5772970306690794,0.02779960641962442,38911.6923826143,79.9366332132472,380.26668861515344,0.28416937963892275,27.281862043279475
1,10,24,Cs,Pb,Cl,5.670002092535148,0.14937107627278215,0.8641000418164129,0.4718169999999991,0.7994334951246657,0.0711160549145316,7.77383209778873e-05,36.62524051920669,726.5887520330476,3.4084522665537023,0.2772735977269707,0.9669179598674666,4.035896174699046e-07,0.05640456814067408,0.005522121468688955,0.2641846750050774,0.0,4.063480432164755,0.451497825796084,0.0360902535165429,49596.02709230791,87.29639022519186,317.77624135756196,0.39947466869693177,5.908631055286202
0,17,23,Cs,Cl,Cl,0.16544999274676364,2.1486879390419182,0.013888321883272556,-0.21812333333333336,0.6039679072142229,0.06978582194360533,5.966771569964823e-05,51.904135596199495,76.59586571085644,3.933977269238169,0.000665379685250489,0.9678255871555698,9.719555213228086e-27,985.7764480381157,-2508.9193492446498,0.11099272639473924,0.08631948663625472,3.380643217382216,0.3756270241535795,0.0555986087944324,85721.21485754084,66.43739713875917,198.92776889106156,2.5126087796100288e-05,309969.9771066824
1,21,33,Cs,Cl,Cl,6.1285922773726895,0.33856716957883065,0.7623100908463423,-0.1815026666666668,0.558003861146889,0.06978582194360533,5.966771569964823e-05,27.141976915810734,684.4656887345573,3.581533978036875,1.6023737137301802e-28,0.9162247682853863,1.633188592840376e-30,0.16227162107042148,0.020748233973302957,0.11515382849970592,0.07576456905563962,0.11738311866165528,0.013042568740183919,5.912793902996032,21410.301886519024,61.99329472965908,745.969426851348,0.31441012320066586,9.095309344732032
0,9,19,Cs,Pb,Cl,5.056688306364449,0.22864195982705293,0.8202218565766668,0.4940330000000017,0.7517016961340035,0.0711160549145316,7.77383209778873e-05,24.241160268030928,813.3740074027378,3.2168069606268275,0.12964843138869492,0.9484479699560215,0.0009795715187927768,0.11749554032587624,0.009773248036826363,0.5443164672387107,0.0,6.638279520369601,0.7375866133744001,0.4727699612205289,24873.263898005596,71.77804096358727,371.4010522812726,0.3619433211305769,6.093046691397771
15,35,37,Pb,Cl,Cl,4.116396400733555,0.13736054662604946,0.8913042790844814,-0.055498333333334905,0.930435459922886,0.07657809279885867,3.5390395138786404e-06,18.052627883872994,394.3917056951407,2.8693121056787203,0.00015806545817866082,0.973014375074132,4.5315815221866144e-05,0.1610355291783843,0.019598081256965983,0.21246454479847265,0.0,7.3820060022874445,0.8202228891430493,0.4811437563993249,17371.145502621075,57.590055756029116,99.88518242353923,0.4140490344879281,4.11867711599962
7,27,29,Cs,Cl,Cl,6.42210674507248,0.44845768058019386,0.6981906820603242,-0.20081766666666687,0.5791546102535555,0.06978582194360533,5.966771569964823e-05,39.49969494621269,532.667868767789,3.7570382798743216,0.03080175945915379,0.9418890104443637,0.0006586530747224145,0.20136372905861796,0.01911048937810297,0.7239890199677258,0.0,2.887890410798971,0.32087671231099674,2.9841037203454386,39041.71419228969,79.96634037200712,589.5139811657531,0.24083249282859612,40.883366320126825
