atom_index_i,atom_index_j,atom_index_k,atom_symbol_i,atom_symbol_j,atom_symbol_k,triangle_area,bond_angle_variance,triangle_shape_factor,avg_bader_charge,variance_bader_charge,avg_structure_chemistry_incompatibility,variance_structure_chemistry_incompatibility,avg_tensor_variance,var_tensor_variance,avg_bond_distance,variance_bond_distance,avg_tensor_alignment,variance_tensor_alignment,density_at_barycenter,density_laplacian_at_barycenter,elf_at_barycenter,elf_barycenter_uncertainty,vfe_laplacian_variance,vfe_variance,lie_commutator_flux,structural_tensor_product_trace,structure_tensor_normal_projection,solid_angle_variance,triangle_sphericity,alpha_filtration_value
2,18,38,Cs,Br,Br,7.661338904873618,0.5483113556160754,0.6461709275204176,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791512,1075.4212430028088,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.16860481127361837,0.015104693421818896,0.21411088531905412,0.0020543739069571656,0.038887095094738346,0.0043207883438598155,6.317502351364493e-13,177240.14330839607,129.74943165306422,2842.446067513727,0.2559289460184546,41.28391007142953
3,18,25,Cs,Br,Br,7.661338904873613,0.5483113556160758,0.6461709275204174,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915004,1075.4212430028035,4.206317191597292,0.0,0.9622504486493764,0.0,0.17107276175415115,0.0177591400584571,0.6690916281873189,0.0,0.038887095094739615,0.004320788343859958,4.229721756938292e-13,177240.14330839596,129.74943165306416,2842.4460675137275,0.2320508075688775,17.693104316326934
0,10,24,Cs,Pb,Br,6.255457021157875,0.15632602640857368,0.8548952345520058,0.44423100000000204,0.628081815082668,0.0,0.0,23.188588173957474,1075.421243002801,3.590316300798646,0.3794570974647263,0.9622504486493764,0.0,0.055440170704716234,0.004532096089954362,0.32892967615572,0.0,0.7914361562806479,0.08793735069784976,4.335395680923992e-13,110775.08956774752,123.85173021428855,2842.4460675137266,0.2549739338233561,24.328018434949538
1,18,32,Cs,Br,Br,7.661338904873616,0.5483113556160756,0.6461709275204174,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915054,1075.4212430028058,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.17107276175415478,0.01775914005844609,0.6690865905516088,0.0,0.038887095094738505,0.004320788343859833,7.111631272389188e-13,177240.14330839604,129.7494316530642,2842.4460675137275,0.2730095919652302,32.592560582707506
2,7,38,Cs,Cs,Br,0.0,2.1932454224643023,0.0,0.35946033333333344,0.5267046878435543,0.0,0.0,23.188588173957616,1075.421243002814,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,5560.319336787169,-29494.930992382084,0.21265894767391258,0.0,0.03888709509473844,0.004320788343859827,7.065653002742786e-13,443100.3582709902,,2842.446067513727,0.0,0.0
3,6,38,Cs,Cs,Br,1.7763568394002505e-15,2.1932453930402507,0.0,0.35946033333333344,0.5267046878435543,0.0,0.0,23.188588173957616,1075.421243002814,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,5560.319336787169,-29494.930992382084,0.21265894767391258,0.0,0.03888709509473863,0.004320788343859848,6.527962322695591e-13,443100.3582709902,,2842.4460675137275,0.4944271909999165,27.645475494260847
7,12,35,Cs,Pb,Br,6.255457021157875,0.1563260264085734,0.8548952345520058,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395757,1075.4212430028097,3.590316300798646,0.3794570974647263,0.962250448649376,0.0,0.05544017070471491,0.004532096089956738,0.32897504491424395,0.0,0.7914361562806492,0.08793735069784987,5.316021067510913e-13,110775.08956774749,123.85173021428855,2842.4460675137266,0.39384685011735165,6.634914118622599
2,11,26,Cs,Pb,Br,6.255457021157876,0.15632602640857376,0.8548952345520058,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395753,1075.4212430028062,3.5903163007986465,0.379457097464726,0.9622504486493764,0.0,0.055440170704716706,0.004532096089955074,0.3289433767163904,0.0,0.7914361562806441,0.08793735069784932,4.590390768939806e-13,110775.08956774753,123.85173021428857,2842.446067513727,0.25497393382335654,24.328018434949534
0,3,21,Cs,Cs,Br,1.7763568394002505e-15,2.1932454224643023,0.0,0.35946033333333344,0.5267046878435543,0.0,0.0,23.188588173957523,1075.4212430028053,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,644.4785621426278,-2224.772145928026,0.21556343267242126,0.0020548094759564334,0.03888709509473832,0.004320788343859813,6.832208094026626e-13,443100.3582709901,,2842.446067513727,0.3416407864998733,22.116380395408665
6,22,33,Cs,Br,Br,7.661338904873615,0.5483113556160754,0.6461709275204173,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,0.17107276175415,0.017759140058459886,0.6690916281873097,0.0,0.03888709509473804,0.0043207883438597825,5.143691662373252e-13,177240.14330839601,129.74943165306422,2842.446067513727,0.2730095919652302,32.59256058270752
7,26,37,Cs,Br,Br,7.661338904873613,0.5483113556160758,0.6461709275204173,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.17107276175415081,0.017759140058469826,0.669096240807296,0.0,0.03888709509473844,0.004320788343859827,7.252910612331511e-13,177240.14330839601,129.74943165306416,2842.4460675137266,0.23205080756887728,17.693104316326938
1,21,24,Cs,Br,Br,3.552713678800501e-15,2.193245422464302,0.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915,1075.421243002803,4.206317191597293,3.944304526105059e-31,0.9622504486493761,3.0814879110195774e-32,573.4426782088606,-1555.4418882858135,0.21411040264210957,0.0020547151260429143,0.03888709509473866,0.004320788343859851,7.111631272389188e-13,199395.16122194554,,2842.4460675137275,0.3416407864998733,22.116380395408665
4,33,34,Cs,Br,Br,7.6613389048736185,0.5483113556160752,0.6461709275204177,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.3771763479151,1075.4212430028078,4.206317191597293,0.0,0.9622504486493764,0.0,0.16860481127361798,0.01510469342181773,0.21411088531905387,0.002054373906956367,0.038887095094739095,0.004320788343859899,6.285534592059654e-13,177240.1433083961,129.74943165306425,2842.446067513727,0.4832159566199235,34.025200608321015
1,29,37,Cs,Br,Br,7.661338904873619,9.860761315262648e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493761,3.0814879110195774e-32,0.012039682342552552,0.00120997856883788,0.00975742309178256,0.0,0.038887095094738415,0.004320788343859823,3.5558156361945984e-13,177240.1433083961,129.7494316530642,2842.4460675137275,0.4416407864998738,40.211600718924856
3,21,26,Cs,Br,Br,7.661338904873614,1.6434602192104412e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915054,1075.4212430028058,4.206317191597292,0.0,0.9622504486493761,3.0814879110195774e-32,0.012039682342552387,0.001209978568838085,0.009757745241483845,0.0,0.03888709509473872,0.004320788343859858,6.378767758442764e-13,177240.14330839604,129.74943165306416,2842.4460675137275,0.4999999999999996,5.897701438775642
4,22,34,Cs,Br,Br,8.846552158163473,0.13707783890401856,0.8915188114208271,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597293,0.0,0.9622504486493764,0.0,0.01559881455162916,0.0023793585160677235,0.05155217884566944,0.0,0.03888709509473798,0.004320788343859776,4.789749156976445e-13,199395.16122194563,106.15862589796164,2842.4460675137266,0.43245553203367615,24.57375599489852
1,10,24,Cs,Pb,Br,6.255457021157875,0.15632602640857365,0.8548952345520058,0.44423100000000204,0.628081815082668,0.0,0.0,23.188588173957474,1075.421243002801,3.590316300798646,0.3794570974647263,0.9622504486493761,3.0814879110195774e-32,0.05544017070471713,0.004532096089953409,0.32895191396214074,0.0,0.7914361562806479,0.08793735069784976,4.2948442952817785e-13,110775.08956774749,123.85173021428852,2842.4460675137275,0.2549739338233561,24.328018434949545
3,21,35,Cs,Br,Br,7.661338904873616,0.5483113556160755,0.6461709275204174,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791509,1075.4212430028074,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,0.17107276175415065,0.017759140058462772,0.6690916281873165,0.0,0.03888709509473866,0.004320788343859851,6.378767758442768e-13,177240.14330839601,129.7494316530642,2842.4460675137275,0.2730095919652298,32.59256058270751
0,17,32,Cs,Br,Br,0.0,2.193245422464302,0.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915054,1075.4212430028058,4.206317191597293,7.888609052210118e-31,0.9622504486493764,0.0,573.4426782088645,-1259.7209782904647,0.21410870561969694,0.0020523151739304754,0.038887095094738595,0.004320788343859843,7.330501726626585e-13,199395.1612219456,,2842.4460675137266,0.0,0.0
0,28,32,Cs,Br,Br,7.661338904873618,8.217301096052207e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.3771763479151,1075.4212430028078,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.012039682342552505,0.0012099785688382857,0.009757060560754458,0.0,0.0388870950947377,0.004320788343859744,4.704611228904675e-13,177240.14330839616,129.74943165306425,2842.4460675137266,0.44164078649987343,40.21160071892485
5,30,32,Cs,Br,Br,7.661338904873614,0.5483113556160754,0.6461709275204175,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597292,0.0,0.9622504486493764,0.0,0.17107276175415093,0.017759140058457964,0.6690916281873085,0.0,0.038887095094739,0.004320788343859888,7.116559428086833e-13,177240.143308396,129.74943165306416,2842.4460675137275,0.2320508075688776,17.69310431632692
5,7,30,Cs,Cs,Br,8.846552158163465,0.13707783890401884,0.8915188114208269,0.35946033333333344,0.5267046878435543,0.0,0.0,23.18858817395753,1075.4212430028062,4.206317191597292,0.0,0.9622504486493761,3.0814879110195774e-32,0.021457472481412006,0.001814759474206912,0.19618702271892122,0.0,0.03888709509473934,0.0043207883438599265,7.395695336756395e-13,443100.35827098985,159.2379388469424,2842.446067513727,0.41421356237309537,8.846552158163465
2,3,27,Cs,Cs,Br,8.846552158163469,0.137077838904019,0.8915188114208267,0.35946033333333344,0.5267046878435543,0.0,0.0,23.18858817395754,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.021318271334116543,0.0016814878531352133,0.21556512969483532,0.002056006140480698,0.03888709509473857,0.004320788343859841,6.441009972788884e-13,443100.35827099014,159.23793884694248,2842.4460675137275,0.13600370786388244,44.23276079081732
6,26,30,Cs,Br,Br,7.661338904873614,0.5483113556160756,0.6461709275204173,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.9622504486493761,3.0814879110195774e-32,0.16860481127361407,0.015104693421823837,0.21411319204969118,0.0020566121192346024,0.038887095094739095,0.004320788343859899,6.72504478717034e-13,177240.143308396,129.74943165306414,2842.446067513727,0.2858413727701882,24.126960431354906
8,18,19,Pb,Br,Br,4.423276079081732,0.13707783890401895,0.8915188114208269,-0.06894766666666403,0.7150868104675587,0.0,0.0,46.37717634791499,1075.4212430028028,2.974315409999999,9.860761315262648e-32,0.9622504486493764,0.0,0.13990310875755024,0.016028358363309278,0.1827514644566833,0.0,0.5998226390898516,0.06664695989887237,1.2064314228583006e-13,44310.035827098975,88.46552158163465,0.0,0.41421356237309526,4.423276079081733
4,14,29,Cs,Pb,Br,6.255457021157878,0.1563260264085736,0.8548952345520059,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395753,1075.4212430028062,3.5903163007986465,0.37945709746472495,0.9622504486493761,3.0814879110195774e-32,0.05544017070471492,0.004532096089957969,0.32895191396213425,0.0,0.7914361562806485,0.08793735069784984,4.2958187223899344e-13,110775.08956774755,123.85173021428854,2842.4460675137266,0.3309354664445115,24.32801843494954
6,7,26,Cs,Cs,Br,8.846552158163467,0.13707783890401892,0.8915188114208271,0.35946033333333344,0.5267046878435543,0.0,0.0,23.18858817395753,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.02145747248141203,0.0018147594742064835,0.19618702271892152,0.0,0.03888709509473887,0.004320788343859875,7.338355188419989e-13,443100.35827098996,159.23793884694237,2842.446067513727,0.13600370786388244,44.232760790817345
0,18,24,Cs,Br,Br,8.846552158163469,0.13707783890401906,0.8915188114208267,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347914975,1075.4212430028022,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.0154006748840086,0.002037283499459514,0.21410870561969597,0.0020523151739311363,0.03888709509473878,0.004320788343859865,7.192734043673613e-13,199395.16122194554,106.15862589796164,2842.4460675137266,0.13600370786388238,44.23276079081734
6,26,39,Cs,Br,Br,7.661338904873617,4.930380657631324e-32,0.9999999999999998,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.012039682342552689,0.0012099785688377373,0.00975756266429854,0.0,0.03888709509473875,0.004320788343859861,6.725044787170343e-13,177240.14330839604,129.74943165306416,2842.446067513727,0.3472135954999583,23.280400416219653
0,6,22,Cs,Cs,Br,4.3790577010150533e-47,2.1932454224643023,0.0,0.35946033333333344,0.5267046878435543,0.0,0.0,23.188588173957513,1075.4212430028044,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,5560.319336788347,-24579.09028011147,0.21265749964307754,0.0,0.038887095094736986,0.0043207883438596655,2.843042877236935e-13,443100.3582709902,,2842.446067513727,0.3416407864998733,22.116380395408665
6,15,39,Cs,Pb,Br,6.255457021157875,0.15632602640857365,0.8548952345520058,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395753,1075.4212430028062,3.590316300798646,0.37945709746472545,0.9622504486493764,0.0,0.055440170704716546,0.004532096089954993,0.32895937944474196,0.0,0.7914361562806344,0.08793735069784826,3.3400091507276997e-13,110775.08956774756,123.85173021428855,2842.446067513727,0.2549739338233558,24.32801843494953
6,7,35,Cs,Cs,Br,8.846552158163469,0.13707783890401862,0.8915188114208272,0.35946033333333344,0.5267046878435543,0.0,0.0,23.18858817395757,1075.4212430028097,4.206317191597293,0.0,0.962250448649376,0.0,0.021457472481411586,0.0018147594742061177,0.19618702271891658,0.0,0.038887095094738755,0.0043207883438598615,7.338355188419993e-13,443100.35827098996,159.23793884694237,2842.446067513727,0.41421356237309487,8.846552158163465
5,7,39,Cs,Cs,Br,8.846552158163473,0.13707783890401884,0.8915188114208271,0.35946033333333344,0.5267046878435543,0.0,0.0,23.18858817395753,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.021457472481412054,0.001814759474206319,0.1961870227189103,0.0,0.03888709509473866,0.004320788343859851,7.395695336756401e-13,443100.3582709901,159.2379388469424,2842.446067513727,0.13600370786388238,44.23276079081731
0,21,29,Cs,Br,Br,7.661338904873616,0.5483113556160757,0.6461709275204174,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347915054,1075.4212430028058,4.206317191597293,0.0,0.9622504486493761,3.0814879110195774e-32,0.16860481127361931,0.015104693421815033,0.21410870561969686,0.002052315173930541,0.03888709509473844,0.004320788343859828,7.261617885150099e-13,177240.1433083961,129.74943165306425,2842.4460675137266,0.4832159566199235,34.02520060832102
5,19,31,Cs,Br,Br,8.846552158163465,0.13707783890401887,0.8915188114208269,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791505,1075.4212430028053,4.206317191597292,0.0,0.9622504486493764,0.0,0.015598814551629073,0.0022795317752587535,0.05155160477820465,0.0,0.03888709509474002,0.004320788343860002,8.889539090486467e-14,199395.16122194548,106.15862589796157,2842.4460675137275,0.41421356237309537,8.846552158163467
2,26,28,Cs,Br,Br,7.661338904873618,0.5483113556160757,0.6461709275204176,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.16860481127361454,0.015104693421827686,0.2141108853190539,0.0020543739069573286,0.03888709509473773,0.004320788343859748,5.507208029253662e-13,177240.1433083961,129.74943165306422,2842.446067513727,0.4832159566199232,34.02520060832103
7,19,33,Cs,Br,Br,7.661338904873613,4.930380657631324e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791503,1075.4212430028047,4.206317191597292,0.0,0.9622504486493761,3.0814879110195774e-32,0.012039682342552907,0.0012099785688373106,0.009757817899696333,0.0,0.03888709509473919,0.004320788343859909,7.123126396876919e-13,177240.1433083959,129.74943165306416,2842.4460675137266,0.4999999999999996,5.897701438775643
7,31,35,Cs,Br,Br,7.661338904873613,9.860761315262648e-32,0.9999999999999997,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791513,1075.4212430028092,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,0.012039682342552913,0.0012099785688371406,0.009757817899696413,0.0,0.0388870950947395,0.004320788343859944,7.252910612331514e-13,177240.14330839601,129.74943165306422,2842.4460675137266,0.4999999999999999,5.897701438775645
2,18,24,Cs,Br,Br,8.846552158163465,0.13707783890401895,0.8915188114208269,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.377176347914975,1075.4212430028022,4.206317191597292,0.0,0.9622504486493761,3.0814879110195774e-32,0.015498987776085785,0.0021573877118303292,0.21411040264210945,0.0020547151260438563,0.03888709509473853,0.004320788343859837,6.410337801198112e-13,199395.16122194548,106.15862589796164,2842.446067513727,0.414213562373095,8.846552158163469
7,23,31,Cs,Br,Br,7.661338904873613,0.5483113556160754,0.6461709275204175,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597292,0.0,0.9622504486493761,3.0814879110195774e-32,0.17107276175414907,0.017759140058464757,0.6690962408072937,0.0,0.03888709509473968,0.004320788343859965,7.252910612331511e-13,177240.14330839596,129.74943165306416,2842.4460675137266,0.2320508075688776,17.693104316326924
11,25,27,Pb,Br,Br,4.423276079081732,0.13707783890401884,0.8915188114208269,-0.06894766666666403,0.7150868104675587,0.0,0.0,46.37717634791505,1075.4212430028053,2.974315409999999,9.860761315262648e-32,0.9622504486493761,3.0814879110195774e-32,0.13990310875754935,0.01602835836330951,0.1827514644566844,0.0,0.5998226390898428,0.06664695989887139,3.347668373258841e-13,44310.03582709902,88.4655215816347,1.0518145402946823e-30,0.41421356237309526,4.423276079081733
4,15,39,Cs,Pb,Br,6.255457021157877,0.15632602640857382,0.8548952345520054,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395753,1075.4212430028062,3.5903163007986465,0.379457097464726,0.9622504486493764,0.0,0.055440170704716144,0.00453209608995628,0.32894337671639523,0.0,0.7914361562806342,0.08793735069784825,3.8906600135714327e-13,110775.0895677476,123.85173021428857,2842.4460675137266,0.20274426065513715,42.021122751276465
13,15,32,Pb,Pb,Br,0.0,2.1932454224643023,0.0,0.5290016666666707,0.7150868104675588,0.0,0.0,23.18858817395755,1075.4212430028076,2.97431541,4.930380657631324e-31,0.9622504486493764,0.0,644.4785621426249,-2224.7721459280137,0.1773352174265658,0.02497662528228013,0.5998226390898432,0.06664695989887147,1.869611055084474e-13,27693.772391936895,,2.1036290805893647e-30,0.0,0.0
0,2,24,Cs,Cs,Br,8.846552158163467,0.13707783890401906,0.8915188114208266,0.35946033333333344,0.5267046878435543,0.0,0.0,23.188588173957474,1075.421243002801,4.206317191597293,3.944304526105059e-31,0.9622504486493761,3.0814879110195774e-32,0.021457472481411784,0.001953960574389657,0.1961541537010933,0.0,0.03888709509473891,0.004320788343859879,6.801535922435866e-13,443100.3582709902,159.23793884694248,2842.446067513727,0.13600370786388244,44.232760790817345
2,8,16,Cs,Pb,Br,6.255457021157873,0.15632602640857365,0.8548952345520054,0.44423100000000204,0.628081815082668,0.0,0.0,23.188588173957502,1075.4212430028037,3.590316300798646,0.3794570974647257,0.9622504486493764,0.0,0.055440170704717,0.004532096089953395,0.32895191396213874,0.0,0.7914361562806521,0.08793735069785023,2.8622773422593395e-13,110775.08956774748,123.85173021428855,2842.446067513727,0.39384685011735193,6.634914118622602
1,17,31,Cs,Br,Br,7.661338904873613,0.5483113556160758,0.6461709275204173,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597293,3.944304526105059e-31,0.962250448649376,0.0,0.16860481127361834,0.015104693421820121,0.21411088531905506,0.0020543739069556802,0.03888709509473959,0.004320788343859954,3.5558156361945984e-13,177240.14330839601,129.74943165306422,2842.4460675137275,0.28584137277018795,24.126960431354913
0,13,21,Cs,Pb,Br,6.255457021157878,0.1563260264085737,0.8548952345520059,0.44423100000000204,0.628081815082668,0.0,0.0,23.188588173957523,1075.4212430028053,3.590316300798647,0.37945709746472545,0.962250448649376,0.0,0.055440170704717025,0.004532096089953552,0.3289296761557197,0.0,0.7914361562806472,0.08793735069784969,5.465978076921278e-13,110775.08956774755,123.85173021428858,2842.446067513727,0.4137234517216975,42.021122751276465
0,32,34,Cs,Br,Br,7.661338904873622,3.2869204384208823e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.3771763479151,1075.4212430028078,4.206317191597294,0.0,0.9622504486493764,0.0,0.012039682342552647,0.0012099785688375192,0.009757060560754469,0.0,0.03888709509473887,0.004320788343859875,4.704611228904675e-13,177240.14330839616,129.7494316530642,2842.446067513727,0.4999999999999999,53.079312948980785
6,10,36,Cs,Pb,Br,6.2554570211578735,0.15632602640857357,0.8548952345520056,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395754,1075.4212430028072,3.590316300798646,0.37945709746472545,0.9622504486493761,3.0814879110195774e-32,0.055440170704716164,0.004532096089957074,0.32895937944474,0.0,0.7914361562806477,0.08793735069784976,4.0790378098148823e-13,110775.08956774749,123.85173021428858,2842.446067513727,0.3938468501173518,6.634914118622601
7,12,30,Cs,Pb,Br,6.255457021157873,0.15632602640857365,0.8548952345520054,0.44423100000000204,0.628081815082668,0.0,0.0,23.18858817395753,1075.4212430028062,3.5903163007986456,0.379457097464726,0.962250448649376,0.0,0.055440170704716206,0.004532096089955826,0.3289750449142397,0.0,0.7914361562806486,0.0879373506978498,5.18623685205632e-13,110775.08956774743,123.8517302142885,2842.4460675137266,0.39384685011735204,6.634914118622601
4,30,33,Cs,Br,Br,8.846552158163469,0.13707783890401906,0.8915188114208267,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.015498987776087199,0.0021573877118271027,0.21411136799599803,0.0020540325177619977,0.03888709509473916,0.004320788343859906,7.781320027142861e-13,199395.16122194554,106.1586258979616,2842.4460675137266,0.13600370786388244,44.23276079081733
6,22,28,Cs,Br,Br,8.881784197001252e-16,2.193245422464302,0.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791506,1075.4212430028062,4.206317191597292,0.0,0.962250448649376,0.0,1119.1718021468253,-3155.987761469705,0.21411222669580302,0.0020572947275151387,0.03888709509473686,0.004320788343859652,3.607365023291109e-13,199395.16122194554,,2842.446067513727,0.0,0.0
4,22,29,Cs,Br,Br,7.661338904873616,0.5483113556160756,0.6461709275204174,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791505,1075.4212430028053,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.17107276175415298,0.017759140058458526,0.6690865905516223,0.0,0.03888709509473764,0.0043207883438597374,6.360189637070265e-13,177240.14330839607,129.7494316530642,2842.4460675137266,0.2730095919652301,32.59256058270752
5,37,39,Cs,Br,Br,7.661338904873618,1.6434602192104412e-32,1.0,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,3.944304526105059e-31,0.9622504486493764,0.0,0.012039682342552772,0.001209978568837178,0.009757562664298544,0.0,0.03888709509473853,0.004320788343859837,4.0166369547579707e-13,177240.1433083961,129.74943165306422,2842.4460675137275,0.347213595499958,23.28040041621964
1,29,32,Cs,Br,Br,8.846552158163473,0.13707783890401862,0.8915188114208273,-0.15371833333333265,0.5267046878435543,0.0,0.0,46.37717634791508,1075.4212430028072,4.206317191597293,0.0,0.9622504486493761,3.0814879110195774e-32,0.015598814551628513,0.0023793585160693893,0.05155217884566844,0.0,0.03888709509473853,0.004320788343859836,7.111631272389192e-13,199395.1612219456,106.15862589796164,2842.4460675137275,0.43245553203367615,24.573755994898516
