mean_bond_length,volume_per_fu,lattice_anisotropy_ratio,bulk_anisotropy_index,octahedral_count,packing_fraction,total_energy_per_atom,fermi_level,electrostatic_potential_mean,electrostatic_potential_variance,structure_hash,symmetry_orbit_connectivity,global_asymmetry_norm,lie_asymmetry_magnitude_entropy,force_covariance_invariant_1,force_covariance_invariant_2,total_torsional_stress,field_density_coupling_invariant_1,field_density_coupling_invariant_2,total_gradient_norm,log_pseudo_symplectic_fluctuation_volume,path_cov_torsional_stress_mean,path_cov_torsional_stress_std,path_cov_torsional_stress_max,path_entropy_mean,path_entropy_std,path_entropy_max,path_chempot_diff_mean,path_chempot_diff_std,path_chempot_diff_max,path_max_torque_mean,path_max_torque_std,path_max_torque_max,path_curvature_mean,path_curvature_std,path_curvature_max,path_wrapping_norm_mean,path_wrapping_norm_std,path_wrapping_norm_max,path_force_gradient_mean,path_force_gradient_std,path_force_gradient_max,path_structure_autocorr_mean,path_structure_autocorr_std,path_structure_autocorr_max,path_charge_potential_cov_mean,path_charge_potential_cov_std,path_charge_potential_cov_max
3.72215230420292,232.71166457258724,1.8599827082833087,0.20728904802475984,2,0.7068370640188568,-2.8733824724426342,3.5127523964087812,-1.0150610510858574e-17,464.18643488359436,dc04adb6148dabf338ad255614b98f3c,1.0,0.6441802717822227,1.9219280948873623,0.00013701586182360008,3.970518499600189e-18,0.09268566273474443,0.3029319775533209,0.0010289894713082079,0.005979049506446972,-48.32918190636343,0.0006142534392916698,0.011153408997297495,0.052716278191794474,2.067721190791611,0.2370384887733928,2.584962500721156,1.8633271670190283,0.08183400503085438,1.87,0.09618364225078642,0.04817901643661594,0.15929279415252043,1.2993234415733521,0.2509278236894287,1.8522434141624513,1.8046515427543637,1.168171496658828,4.756494606162998,0.0003197028716303969,0.0002475760593969523,0.0012829282228278237,-0.28921652313787666,0.36970941249169886,0.536844697249214,-14.757208203261138,11.488751425077387,14.272427413498281
