atom_index_i,atom_index_j,atom_index_k,atom_symbol_i,atom_symbol_j,atom_symbol_k,triangle_area,bond_angle_variance,triangle_shape_factor,avg_atomic_incompatibility,variance_atomic_incompatibility,avg_bader_charge,variance_bader_charge,avg_vectorial_asymmetry,max_vectorial_asymmetry,avg_bond_alignment,variance_bond_alignment,avg_bond_gradient,max_bond_gradient,avg_bond_distance,variance_bond_distance,geometric_centroid_density,geometric_centroid_elf,geometric_centroid_laplacian_of_density,structural_tensor_product_trace,total_density_gradient_flux,point_group_reduction_factor,structure_tensor_normal_projection,hierarchical_stress_flow
0,2,24,Cs,Cs,I,7.646002348360626,0.2397225159911398,0.8228718331708934,1.0039029389203893,0.7378107616439863,0.3346653333333336,0.4600834787555585,0.7641482562297687,1.1424426431010772,0.8445772172668051,0.010834038650414903,279.22275442037403,279.9678060398344,3.938608291095634,0.00011044770462519438,0.08592266660669826,0.6542188749700963,0.005163737104682926,176778.27714536575,560.7129061265771,1.0,119.2294740052265,40.72999702331194
2,8,16,Cs,Pb,I,6.618476879628513,0.2009565986621155,0.838402905123128,0.8458238650529513,0.26981341849528523,0.3887380000000012,0.47371812470867125,0.8938052205968089,1.1424426431007166,0.6954537726499068,0.012877252978135759,825.5671302527633,1119.763586804151,3.6698374102096443,0.16451467973316033,0.09954437236471439,0.602748419504015,0.005502990805612413,72645.10544512742,-3426.9185218640014,1.0,91.83537521735248,32.475558760354026
15,31,35,Pb,I,I,5.558371279733933,0.09951186856511389,0.9182426636886615,1.0469475355996773,0.09638253908111205,-0.06293433333333336,0.4973119818275608,0.5463168044715967,0.8908107564257614,0.5671270847445853,0.00022048399125074235,1157.2100473057026,1194.6565078074425,3.3401715768646527,0.005766619181096623,0.07397462719607054,0.12728675789616115,0.006285848577895484,33578.00146412724,-659.0224373555537,1.0,63.09793849209885,11.978755495577
9,12,32,Pb,Pb,I,5.630521946436236,0.1353517997769961,0.8924863532092748,1.3425066678503577,0.016529595579037805,0.44248300000000285,0.4833489856320046,0.46543397308468376,0.6481622622644139,0.5522783813921466,3.7594152514438844e-31,1216.3345376854877,1238.0125675630277,3.3562925666234174,0.0035781057003727735,0.13165957926253266,0.587505083304923,0.006802113189263066,30129.415233061933,-739.5860680254898,1.0,63.21753952639202,3.742633347637221
10,30,35,Pb,I,I,5.3560640713711445,0.09197969211773566,0.9242306278043494,1.0469475355996767,0.09638253908111145,-0.06293433333333336,0.4973119818275608,0.5463168044716828,0.8908107564260668,0.5671270847446002,0.00022048399125118578,1178.8923595393821,1238.0125675621834,3.2803418241778037,0.0002602889574015194,0.08034161850864212,0.11299361299209737,0.00731290604978835,33578.00146412867,3269.579310209541,1.0,76.41711364123397,11.935788499617395
4,30,33,Cs,I,I,6.8984242657030554,0.6156295646850579,0.6116450539529683,1.4602358737953935,0.26595714752633126,-0.10286600000000116,0.42087561074866936,0.711076931416637,1.1424426430986616,0.9000782342770761,0.008307680283079,584.5703764341572,637.7700791717211,4.069392054226599,3.659582516829799e-05,0.27647970959976526,0.7434197817160357,0.022643644937999655,81807.48413237376,-3674.271926993715,1.0,70.48434623614237,29.504519062137803
5,37,39,Cs,I,I,7.753080931536279,0.12249564646444376,0.9018883688669357,1.3381780034214306,0.40393703846596235,-0.1449613333333346,0.4600834787555585,0.3858538693586972,1.1424426431011137,0.8445772172668029,0.010834038650411621,279.22275441999153,279.96780603967017,3.9386082910955165,0.00011044770462269748,0.026377716966897325,0.05533724969953723,0.0032593706997222265,78087.89040593078,714.2454060219543,1.0,88.93496171433361,39.28279598836666
4,33,38,Cs,I,I,7.350894959015255,0.006507752809398773,0.9937574508976804,1.5065431443250905,0.23078241980857175,-0.11700700000000097,0.4348310808286693,0.41665984010378393,1.1424426430986616,0.9699443083850643,0.0004528555504140052,458.1238909826778,637.7700791717211,4.006230153637766,0.003261832202347526,0.01957881087397529,0.016164493433767878,0.0014881596067109332,87052.64928707322,1363.8127652084531,1.0,87.14475580538239,7.314110337969914
4,11,19,Cs,Pb,I,3.5640383592722285,1.1522776438841003,0.36526124063085913,1.5511483131034758,0.22802145337130822,0.3887380000000012,0.47371812470867125,0.8938052205961745,1.1424426430986616,0.695453772649983,0.01287725297813528,830.2579526040292,1119.7635868047482,3.634484492710718,0.13708593248062262,2.105878315061444,0.32416593146828954,0.7576110947142571,72645.10544513645,-238.31357390223212,1.0,89.72166052523583,39.561084840429196
5,7,25,Cs,Cs,I,7.645991152526331,0.23972351545226497,0.8228711964791676,1.0039029389203196,0.7378107616440248,0.3346653333333336,0.4600834787555585,0.7641482562297807,1.1424426431011137,0.8445772172668197,0.010834038650413299,279.22292450499316,279.96797748598664,3.9386058920159543,0.00011044783917385491,0.08592359724520786,0.6542217117051832,0.005163606810878971,176778.27714535542,472.82298597494747,1.0,119.22952949145069,40.73000730873228
5,7,34,Cs,Cs,I,8.703708395269267,0.15851970033999094,0.8760115345716682,1.0098027844833946,0.7337703855723284,0.36261966666666723,0.40801579339755784,0.7949542269757538,1.1424426431011137,0.8979483659253261,0.008700476616064323,621.1179866463773,637.7700791757118,4.175281356625609,0.012530283916101583,0.038682720045093356,0.24751949337651313,0.0027718077025861033,186848.12578090414,3533.817464335996,1.0,82.23173727463427,3.0586107441033055
0,18,19,Cs,I,I,7.278405822887931,0.0016116105704963885,0.9984154105302097,1.418051464133832,0.29478896667732973,-0.11667933333333498,0.43335381174422544,0.9746880519843083,1.1424426431010772,0.8089317572026904,2.33268634864182e-29,536.0613518183725,540.7520299379187,4.04008965324759,0.001249753249961392,0.020963905748550577,0.02168177985573103,0.001620008377450144,86109.36580148508,414.7638603073082,1.0,91.65810056560215,30.414871958955565
