site_index,T_struct_00,T_struct_01,T_struct_02,T_struct_10,T_struct_11,T_struct_12,T_struct_20,T_struct_21,T_struct_22
0,35.24217311735572,-7.21139626355365e-07,1.6691510210147236e-07,-7.21139626355365e-07,55.74297967081601,-1.1917959927872765,1.6691510210147236e-07,-1.1917959927872765,54.64185775745687
1,35.24217311736072,-7.211390799379165e-07,1.6691459344760002e-07,-7.211390799379165e-07,55.742979670816304,-1.191795992786836,1.6691459344760002e-07,-1.191795992786836,54.64185775745665
2,35.24217311735645,-7.211395967796826e-07,-1.6691517376171762e-07,-7.211395967796826e-07,55.74297967081633,1.191795992787124,-1.6691517376171762e-07,1.191795992787124,54.64185775745478
3,35.24217311735997,-7.211393446785461e-07,-1.6691490670524785e-07,-7.211393446785461e-07,55.74297967081605,1.1917959927867325,-1.6691490670524785e-07,1.1917959927867325,54.641857757455526
4,35.24217311736072,-7.211390262253166e-07,1.6691463757025314e-07,-7.211390262253166e-07,55.7429796708163,-1.1917959927869333,1.6691463757025314e-07,-1.1917959927869333,54.64185775745672
5,35.24217311735572,-7.211396097451018e-07,1.6691511612153915e-07,-7.211396097451018e-07,55.74297967081606,-1.1917959927872401,1.6691511612153915e-07,-1.1917959927872401,54.64185775745671
6,35.24217311736,-7.211393269387773e-07,-1.669148806861473e-07,-7.211393269387773e-07,55.74297967081605,1.1917959927866764,-1.669148806861473e-07,1.1917959927866764,54.641857757455455
7,35.242173117356465,-7.211395472790557e-07,-1.6691510115312358e-07,-7.211395472790557e-07,55.742979670816275,1.1917959927871118,-1.6691510115312358e-07,1.1917959927871118,54.64185775745497
8,23.494782079869402,-4.918380279615027e-06,1.3126856898504369e-05,-4.918380279615027e-06,19.328890001201252,-0.3349322815038697,1.3126856898504369e-05,-0.3349322815038697,21.530175391887582
9,23.49478207986806,-4.918380181476594e-06,1.3126856435665443e-05,-4.918380181476594e-06,19.32889000120112,-0.3349322815033952,1.3126856435665443e-05,-0.3349322815033952,21.530175391886548
