site1_index,site2_index,site1_element,site2_element,image_x,image_y,image_z,bond_distance,site1_coord_num,site2_coord_num,local_3_cycle_count,local_4_cycle_count,continuous_ionic_character_en,continuous_ionic_character_charge,delta_electronegativity,avg_electronegativity,delta_bader_charge,avg_bader_charge,delta_electron_density,avg_electron_density,delta_elf,avg_elf,delta_local_dos_fermi,avg_local_dos_fermi,delta_local_environment_anisotropy,avg_local_environment_anisotropy,delta_symmetry_breaking_quotient,avg_symmetry_breaking_quotient,delta_structure_chemistry_incompatibility,avg_structure_chemistry_incompatibility,delta_lie_algebra_norm,avg_lie_algebra_norm,delta_lie_algebra_principal_angle,avg_lie_algebra_principal_angle,delta_local_variational_free_energy,avg_local_variational_free_energy,density_at_midpoint,density_laplacian_at_midpoint,potential_at_midpoint,density_gradient_at_midpoint,lie_incompatibility,tensor_alignment,local_quotient_orbit_size,local_bond_stabilizer_size,symplectic_coupling,align_proj_u1,align_proj_u2,align_proj_u3,align_proj_v1,align_proj_v2,align_proj_v3
0,19,Cs,Cl,0,0,0,3.5768742201613413,8,4,0,2,0.7544427103724891,1.587969000000001,2.37,1.975,1.587969000000001,0.0869534999999999,5881.795869523929,4714.73067974828,0.1870418703021634,0.1395459799412343,4.4316089158890273e-44,9.486873466729e-43,0.003510956301359197,0.14865745838906103,0.5,0.75,0.016386113652981205,0.0670548030014418,2.7697087884653544,1.3848543942326772,1.958479866235829,0.9792399331179145,0.5032357919972579,0.2700575867276206,0.0638362701004917,0.006810481756118353,5.500089220872026,0.0002997646329571057,4.379020941318442e-06,0.9171498626842906,1,1,0.00024594653485468976,3.6962850540675196e-08,2.8817832399999745,2.118809699928252,2.118809699928276,2.981292848574182e-08,2.881783239999958
0,31,Cs,Cl,0,0,0,3.576874220161402,8,4,0,2,0.7544427103724891,1.587969000000001,2.37,1.975,1.587969000000001,0.0869534999999999,5881.795869524115,4714.730679748186,0.1870418703021627,0.13954597994123466,4.431608915911697e-44,9.486873466727867e-43,0.003510956301345819,0.1486574583890677,0.5,0.75,0.016386113652981205,0.0670548030014418,1.868513463341853,0.9342567316709265,1.3212385406673857,0.6606192703336928,0.5032357919973145,0.2700575867276489,0.06383627010048495,0.006810481756117339,5.500089220872804,0.00029976463295704696,4.379020935651575e-06,0.9171498626842847,1,1,0.00024594653485469795,3.69628536021358e-08,2.8817832400000247,2.1188096999282866,2.118809699928265,2.981292046908635e-08,2.881783240000041
0,26,Cs,Cl,0,1,0,3.576216590982624,8,4,0,2,0.7544427103724891,1.5953529999999994,2.37,1.975,1.5953529999999994,0.08326150000000077,6146.950499697341,4582.1533646615735,0.1909400699553659,0.13759688011463306,4.185249812368071e-44,9.499191421905048e-43,0.0009369477747623034,0.15088141042712178,0.5,0.75,0.016386113652981205,0.0670548030014418,2.564803394824241,1.2824016974121204,1.8135898728904989,0.9067949364452494,0.5121094986913448,0.27449444007466406,0.06385117259836148,0.0067631602577659915,5.492982897010226,0.00029944622870342467,7.342627212665061e-07,0.9144328707071002,1,1,0.00024573238148733025,3.694348313036882e-08,2.881783239999942,2.1176993325953557,2.1176993325953366,2.6326898706964964e-08,2.8817832399999563
0,38,Cs,Cl,0,1,0,3.576216590982695,8,4,0,2,0.7544427103724891,1.5953529999999994,2.37,1.975,1.5953529999999994,0.08326150000000077,6146.950499697218,4582.153364661635,0.1909400699553632,0.1375968801146344,4.185249812413554e-44,9.499191421902775e-43,0.0009369477747711019,0.15088141042712616,0.5,0.75,0.016386113652981205,0.0670548030014418,1.7279234522577025,0.8639617261288512,1.221826390462691,0.6109131952313455,0.5121094986913877,0.2744944400746855,0.06385117259835357,0.006763160257765164,5.4929828970111645,0.0002994462287033608,7.342627269335346e-07,0.914432870707097,1,1,0.0002457323814872469,3.694348006890815e-08,2.8817832400000567,2.1176993325953175,2.1176993325953397,2.6326896081868154e-08,2.8817832400000407
0,23,Cs,Cl,-1,1,0,3.9081823145909813,8,6,0,5,0.7544427103724891,1.6485920000000007,2.37,1.975,1.6485920000000007,0.05664200000000008,5937.827940191603,4686.714644414443,0.18311158495954521,0.1415111226125434,2.427634040217556e-44,9.587072210512574e-43,0.03226844426156378,0.1665471586705225,0.375,0.3125,0.016386113652981205,0.0670548030014418,0.0529246339342243,0.02646231696711215,0.0374233675467056,0.0187116837733528,1.3001236897497448,-0.6316221541458807,0.03354916989108582,0.0036984639434451336,6.063616237822212,9.447614444179457e-05,0.02779930409895569,0.9678255871556685,1,2,8.578208599852993e-06,2.7911002373370297,1.150880487862263e-14,2.7356257911525286,2.2163199429778078e-14,2.8222494429324576,2.703478700849917
0,18,Cs,Cl,0,1,0,3.908182314590981,8,6,0,5,0.7544427103724891,1.6485920000000007,2.37,1.975,1.6485920000000007,0.05664200000000008,5937.827940191593,4686.714644414447,0.18311158495954571,0.14151112261254314,2.4276341145311516e-44,9.587072206796894e-43,0.03226844425380829,0.16654715866664477,0.375,0.3125,0.016386113652981205,0.0670548030014418,0.0529246337952396,0.0264623168976198,0.0374233674484287,0.01871168372421435,1.300123690021368,-0.6316221542816923,0.03354916988485249,0.003698463956038925,6.0636166798792575,9.447614459658165e-05,0.02779908458712059,0.9678255871634196,1,2,8.578207647221817e-06,2.79110033278357,1.447392792253516e-14,2.735625693770469,2.261721277464705e-14,2.8222492921527467,2.7034788582537583
0,24,Cs,Cl,-1,0,0,3.9597721461644486,8,6,0,5,0.7544427103724891,1.6485920000000007,2.37,1.975,1.6485920000000007,0.05664200000000008,5937.829927165603,4686.713650927442,0.1831109561094405,0.14151143703759575,2.433637677994916e-44,9.586772028623707e-43,0.032268444299075494,0.16654715868927836,0.375,0.3125,0.016386113652981205,0.0670548030014418,0.0529240561811788,0.0264620280905894,0.0374229590136093,0.01871147950680465,1.3001236888171182,-0.6316221536795674,0.03027687072755494,0.0034190704421304045,6.141517912757904,7.879696343758273e-05,0.027799436848827058,0.9678255871173725,1,2,8.472212732214585e-06,2.7680318160420927,1.859420183262891e-15,2.831571174263243,9.072448727818805e-15,2.8002815944659027,2.7996818464310023
0,17,Cs,Cl,0,0,0,3.9597722238853565,8,6,0,5,0.7544427103724891,1.6485920000000007,2.37,1.975,1.6485920000000007,0.05664200000000008,5937.827887424812,4686.714670797838,0.1831109811331851,0.14151142452572346,2.433637520370786e-44,9.586772036504913e-43,0.03226844425823788,0.16654715866885955,0.375,0.3125,0.016386113652981205,0.0670548030014418,0.0529255696740013,0.02646278483700065,0.0374240292146474,0.0187120146073237,1.3001236897825241,-0.6316221541622704,0.030276869863922015,0.0034190703079602994,6.141520139314301,7.879680088120406e-05,0.027799304695476888,0.9678255871554713,1,2,8.472303991779621e-06,2.7680318284306353,1.5252853083912153e-15,2.831571270840439,9.284689103822986e-15,2.8002814521660486,2.7996820986870623
1,22,Cs,Cl,0,0,0,3.5815339780368634,8,4,0,2,0.7544427103724891,1.582224,2.37,1.975,1.582224,0.08379799999999982,7590.951610319993,5008.500436046426,0.1607209216587573,0.14194064877616575,4.3396953283150386e-44,9.4857817124063e-43,0.0016069550330825855,0.14926754013198118,0.0,0.5,0.016386113652981205,0.0670548030014418,0.0,0.0,0.0,0.0,0.2422633745553398,-0.09849905432307729,0.06334378186691905,0.006695822653594152,5.499159936006903,0.00029668764315190463,2.9563920375314074,0.9162247725052485,1,1,0.00026973120390586197,0.03810340550490232,2.881783239999984,2.1263252629775815,2.1250789688951945,0.08216063197855984,2.88178323999998
1,34,Cs,Cl,0,0,0,3.581533978036888,8,4,0,2,0.7544427103724891,1.582224,2.37,1.975,1.582224,0.08379799999999982,7590.951610319875,5008.500436046485,0.16072092165875917,0.1419406487761648,4.4410688196291953e-44,9.480713037840594e-43,0.001606955033076396,0.1492675401319843,0.0,0.5,0.016386113652981205,0.0670548030014418,0.0,0.0,0.0,0.0,0.24226337455531938,-0.0984990543230671,0.06334378186691667,0.0066958226535937205,5.4991599360075565,0.00029668764315189585,2.9563920375315296,0.9162247725052463,1,1,0.00026973120390583763,0.03810340550543481,2.8817832400000145,2.1263252629775726,2.1250789688951865,0.08216063197854409,2.8817832400000167
