site_index,T_struct_00,T_struct_01,T_struct_02,T_struct_10,T_struct_11,T_struct_12,T_struct_20,T_struct_21,T_struct_22
0,30.904481940353723,-3.1482156526152494e-07,1.229255410089818e-15,-3.1482156526152494e-07,48.950897597973224,-1.1812772982011666e-13,1.229255410089818e-15,-1.1812772982011666e-13,33.21869856937958
1,48.98951961931121,-3.0840191556080754e-07,0.0,-3.0840191556080754e-07,30.999871090646927,-2.084166172977575e-13,0.0,-2.084166172977575e-13,33.218698569379576
2,30.904483112292947,3.041541081216792e-07,1.2292537794319698e-15,3.041541081216792e-07,48.950897609777314,2.4780177909633494e-13,1.2292537794319698e-15,2.4780177909633494e-13,33.21869856937958
3,48.98951848854001,3.1057376403964554e-07,8.881784197001252e-15,3.1057376403964554e-07,30.99987109034653,2.8976820942716586e-13,8.881784197001252e-15,2.8976820942716586e-13,33.21869856937958
4,30.904481940353723,-3.148215643733465e-07,4.957987710818307e-15,-3.148215643733465e-07,48.950897597973224,1.3322676295501878e-13,4.957987710818307e-15,1.3322676295501878e-13,33.21869856937958
5,48.98951961931121,-3.0840191556080754e-07,1.0658141036401503e-14,-3.0840191556080754e-07,30.999871090646927,2.2176704916887502e-13,1.0658141036401503e-14,2.2176704916887502e-13,33.2186985693796
6,30.904483112292947,3.041541081216792e-07,4.9579894831885766e-15,3.041541081216792e-07,48.950897609777314,-2.4868995751603507e-13,4.9579894831885766e-15,-2.4868995751603507e-13,33.21869856937958
7,48.98951848854001,3.1057376403964554e-07,-2.6645352591003757e-15,3.1057376403964554e-07,30.99987109034653,-2.9463931294770873e-13,-2.6645352591003757e-15,-2.9463931294770873e-13,33.2186985693796
8,16.305665616056714,0.06140260211514205,9.992007221626409e-16,0.06140260211514205,16.384496518333485,1.0130785099704553e-15,9.992007221626409e-16,1.0130785099704553e-15,16.60934928468923
9,16.305665611495698,-0.06140260334199636,1.0009354456386177e-15,-0.06140260334199636,16.384496518451286,1.0269562977782698e-15,1.0009354456386177e-15,1.0269562977782698e-15,16.609349284689564
10,16.305665617863642,0.061402597064078426,9.97465998686664e-16,0.061402597064078426,16.384496518451286,1.0408340855860843e-15,9.97465998686664e-16,1.0408340855860843e-15,16.609349284689564
11,16.305665611634435,-0.0614026031095211,9.957312752106873e-16,-0.0614026031095211,16.384496518333485,9.992007221626409e-16,9.957312752106873e-16,9.992007221626409e-16,16.60934928468923
12,16.305665616056743,0.061402602115111324,1.8839096949108125e-15,0.061402602115111324,16.384496518333673,3.0531133177191805e-15,1.8839096949108125e-15,3.0531133177191805e-15,16.609349284690357
13,16.305665611495723,-0.06140260334196948,3.469446951953614e-18,-0.06140260334196948,16.384496518451122,1.3877787807814457e-17,3.469446951953614e-18,1.3877787807814457e-17,16.609349284690012
14,16.30566561786367,0.06140259706404619,3.469446951953614e-18,0.06140259706404619,16.384496518451122,-2.7755575615628914e-17,3.469446951953614e-18,-2.7755575615628914e-17,16.609349284690026
15,16.305665611634463,-0.06140260310948531,-1.734723475976807e-18,-0.06140260310948531,16.384496518333673,0.0,-1.734723475976807e-18,0.0,16.609349284690353
16,9.896068058094286,0.11620497114506137,2.6645352591003757e-15,0.11620497114506137,15.499786630510833,9.853229343548264e-16,2.6645352591003757e-15,9.853229343548264e-16,16.60934928468949
17,30.904520803926914,0.0010892493723355656,7.417104411858783e-14,0.0010892493723355656,30.9996047450147,1.1848270703546612e-14,7.417104411858783e-14,1.1848270703546612e-14,16.609349284689788
18,30.904520802228998,-0.00108924406540023,4.736056821332122e-14,-0.00108924406540023,30.999604745584865,3.061247435982683e-14,4.736056821332122e-14,3.061247435982683e-14,16.609349284689785
19,15.372478575001459,-7.66049300654077e-08,9.412928294011402e-16,-7.66049300654077e-08,9.928153337125806,-2.6645352591003757e-15,9.412928294011402e-16,-2.6645352591003757e-15,16.609349284689326
20,15.531676820335507,7.134447144174771e-08,9.510409195393401e-16,7.134447144174771e-08,9.792825641937467,1.7763568394002505e-15,9.510409195393401e-16,1.7763568394002505e-15,16.609349284689493
21,9.89606774297122,-0.11620497202904531,0.0,-0.11620497202904531,15.499786630587899,9.575673587391975e-16,0.0,9.575673587391975e-16,16.609349284689575
22,9.8960680334874,0.1162049710115787,1.7763568394002505e-15,0.1162049710115787,15.499786630587899,9.71445146547012e-16,1.7763568394002505e-15,9.71445146547012e-16,16.60934928468957
23,30.904520804174663,0.0010892493489622623,-4.6221281643818725e-14,0.0010892493489622623,30.999604745584865,2.939452351234466e-14,-4.6221281643818725e-14,2.939452351234466e-14,16.60934928468979
24,30.904520814186206,-0.0010892578679548848,-7.29910255370783e-14,-0.0010892578679548848,30.9996047450147,1.1865237464417861e-14,-7.29910255370783e-14,1.1865237464417861e-14,16.609349284689788
25,15.37247853108958,-7.660493217542808e-08,9.412928267123136e-16,-7.660493217542808e-08,9.92815334164586,0.0,9.412928267123136e-16,0.0,16.609349284689493
26,15.531676864474175,7.134447088571987e-08,9.510409222420543e-16,7.134447088571987e-08,9.792825638207914,5.329070518200751e-15,9.510409222420543e-16,5.329070518200751e-15,16.609349284689323
27,9.89606776757813,-0.11620497216252582,-2.6645352591003757e-15,-0.11620497216252582,15.499786630510833,9.992007221626409e-16,-2.6645352591003757e-15,9.992007221626409e-16,16.60934928468949
28,9.896068058094215,0.1162049711451574,8.881784197001252e-16,0.1162049711451574,15.499786630510886,2.5118795932144167e-15,8.881784197001252e-16,2.5118795932144167e-15,16.609349284690097
29,30.904520803926914,0.0010892493723355656,-6.300342338395629e-14,0.0010892493723355656,30.9996047450147,-5.599682854158056e-15,-6.300342338395629e-14,-5.599682854158056e-15,16.60934928468979
30,30.904520802228998,-0.00108924406540023,-3.991837892166502e-14,-0.00108924406540023,30.999604745584865,-2.825831749613866e-14,-3.991837892166502e-14,-2.825831749613866e-14,16.6093492846898
31,15.372478575001495,-7.66049298433631e-08,2.4623918126329714e-15,-7.66049298433631e-08,9.928153337125728,-8.881784197001252e-16,2.4623918126329714e-15,-8.881784197001252e-16,16.60934928469026
32,15.53167682033547,7.13444709976585e-08,0.0,7.13444709976585e-08,9.792825641937533,0.0,0.0,0.0,16.60934928469009
33,9.896067742971173,-0.11620497202905153,4.440892098500626e-15,-0.11620497202905153,15.499786630587838,-8.326672684688674e-17,4.440892098500626e-15,-8.326672684688674e-17,16.60934928469002
34,9.896068033487348,0.11620497101158356,-4.440892098500626e-15,0.11620497101158356,15.499786630587838,2.3869795029440866e-15,-4.440892098500626e-15,2.3869795029440866e-15,16.60934928469002
35,30.904520804174663,0.0010892493489622623,4.744029029997753e-14,0.0010892493489622623,30.999604745584865,-2.3303247379424527e-14,4.744029029997753e-14,-2.3303247379424527e-14,16.60934928468979
36,30.904520814186206,-0.0010892578679548848,7.420656460200768e-14,-0.0010892578679548848,30.9996047450147,-5.7091832611279895e-15,7.420656460200768e-14,-5.7091832611279895e-15,16.609349284689806
