mean_bond_length,volume_per_fu,lattice_anisotropy_ratio,structural_heterogeneity_index,coordination_entropy,packing_fraction,total_energy_per_atom,fermi_level,electrostatic_potential_mean,electrostatic_potential_variance,electron_cloud_distortion_mean,electron_cloud_distortion_variance,structure_hash,global_asymmetry_norm,lie_asymmetry_magnitude_entropy,force_covariance_invariant_1,force_covariance_invariant_2,total_torsional_stress,log_configurational_phase_space_volume,field_density_coupling_invariant_1,field_density_coupling_invariant_2,log_bond_density_symplectic_volume,path_vfe_fluctuation_mean,path_vfe_fluctuation_std,path_vfe_fluctuation_max,path_vfe_mean_mean,path_vfe_mean_std,path_vfe_mean_max,path_vfe_cost_mean,path_vfe_cost_std,path_vfe_cost_max,path_lie_total_mean,path_lie_total_std,path_lie_total_max,path_lie_mean_mean,path_lie_mean_std,path_lie_mean_max,path_lie_std_mean,path_lie_std_std,path_lie_std_max,path_info_total_mean,path_info_total_std,path_info_total_max,path_info_mean_mean,path_info_mean_std,path_info_mean_max,H1_Betti_number,graph_density,assortativity_coefficient,average_path_length,graph_diameter,laplacian_spectral_entropy,global_vfe_mean,global_vfe_std,ontological_potential_curvature,global_entropy_mean,global_entropy_std,spectral_gap
1.9942832549107372,270.7894622081968,1.9827779537557473,0.3711242823308956,1.7295739585136223,0.5683440387678003,-4.153864337577638,1.7541373019911455,-4.899079378504659e-16,333.9154052591597,0.0309504396235288,0.01093002812847161,2443667a9b23387b75dbff3a81642e99,0.9658751525928704,2.3553885422075336,0.0006448041137393935,6.627391564333801e-12,0.7881575807696549,-0.08848803149418433,0.2932927263201641,0.0009336770394461887,-0.6906207907097199,0.8585412570374885,0.2502785319599371,1.032017213403243,0.5608762658363976,0.12901192221959057,0.9070017391941377,6.924004404938813,3.3103190245963385,10.168174480456921,10.729968412603348,6.606339909490253,20.618426408178024,2.605674851083251,1.5119312851870566,5.215609565374138,1.3474710235100709,0.9134970933022637,2.1306208637935105,6.107663211699692,2.016858243149438,9.43284700112109,1.5988693221940613,0.27970691634002404,2.2770167442361275,5,0.16666666666666666,-0.9696969696969695,2.7,6,3.474239931916071,0.8886871229163793,0.5863313298749746,0.3437844283929563,0.37840434024772956,0.5970709869006944,-6.950149657705784e-16
