mean_bond_length,volume_per_fu,lattice_anisotropy_ratio,bulk_anisotropy_index,octahedral_count,packing_fraction,total_energy_per_atom,fermi_level,electrostatic_potential_mean,electrostatic_potential_variance,structure_hash,symmetry_orbit_connectivity,global_asymmetry_norm,lie_asymmetry_magnitude_entropy,force_covariance_invariant_1,force_covariance_invariant_2,total_torsional_stress,field_density_coupling_invariant_1,field_density_coupling_invariant_2,total_gradient_norm,log_pseudo_symplectic_fluctuation_volume,path_cov_torsional_stress_mean,path_cov_torsional_stress_std,path_cov_torsional_stress_max,path_entropy_mean,path_entropy_std,path_entropy_max,path_chempot_diff_mean,path_chempot_diff_std,path_chempot_diff_max,path_max_torque_mean,path_max_torque_std,path_max_torque_max,path_curvature_mean,path_curvature_std,path_curvature_max,path_wrapping_norm_mean,path_wrapping_norm_std,path_wrapping_norm_max,path_force_gradient_mean,path_force_gradient_std,path_force_gradient_max,path_structure_autocorr_mean,path_structure_autocorr_std,path_structure_autocorr_max,path_charge_potential_cov_mean,path_charge_potential_cov_std,path_charge_potential_cov_max
3.7956499310648613,210.49949127515487,1.0,0.06666666666666685,8,0.6152549521423551,-3.1985998380562166,2.9245942017374333,1.5822233231001524e-16,397.1781973719402,a0b2de8e37d47fc84eebdb325f768ecb,1.0,7.807441142327443e-15,0.0,5.775896285107157e-09,7.136649936995034e-27,1.2498082046161255e-17,0.25985666653596706,0.0006498843885480818,0.006183958120750664,-1.816846012684978,1.3778443923957257e-05,5.929301831881656e-05,0.0002724451004496409,2.0694662271361164,0.3194240485885901,2.584962500721156,2.168586,0.03776805381771593,2.17,0.0006112337255089155,0.00021369123156826628,0.0010357871444189194,1.3245740029290984,0.29728558450502296,1.8325957145940468,1.8401573701951544,1.0619575814694056,4.857036725731295,1.4626690693391608e-08,7.60952509364618e-09,4.9581511524130865e-08,-0.4962497946868486,0.3127897120088171,0.8701057565877297,-41.037097690432226,13.236168957850937,-5.075160969661178
