site1_index,site2_index,site1_element,site2_element,bond_distance,site1_coord_num,site2_coord_num,delta_electronegativity,delta_ionic_radius,sum_covalent_radii,avg_bader_charge,delta_bader_charge,bond_midpoint_density,bond_density_laplacian,bond_midpoint_elf,elf_type,bond_charge_transfer,bond_elf_from_0simplex,bond_elf_asymmetry,bond_density_from_0simplex,bond_density_gradient,bond_effective_charge,bond_charge_imbalance,lie_algebra_incompatibility,quotient_algebra_orbit_size,pseudo_symplectic_coupling,tensor_algebraic_environment_alignment,lie_algebraic_bond_alignment_a,lie_algebraic_bond_alignment_b,lie_algebraic_bond_alignment_c,delta_structure_chemistry_incompatibility,bond_ends_anisotropy_mismatch
0,27,Cs,Br,4.206317191597291,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.023825426968893965,0.0018001238909105554,0.02471534238029103,standard,1.594844000000002,0.21484870007055712,0.0040019167276461876,6677.338557523315,2106.738385742345,0.09721899999999906,-0.999999999999373,3.3414704426533827e-13,90,1.0,0.6013130458327307,0.2431167344345869,0.36787944117184107,0.36787944117184107,1.5987012970855616,0.04000000000000048
0,34,Cs,Br,4.206317191597291,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.02382542696889433,0.0018001238909084133,0.02471534238029114,standard,1.594844000000002,0.21484870007055762,0.004001916727645188,6677.338557523262,2106.73838574237,0.09721899999999906,-0.999999999999373,9.80600997531646e-14,90,1.0,0.6264797168032914,0.3678794411718413,0.3678794411718411,0.24311673443458698,1.419333984703403,0.039999999999999925
0,28,Cs,Br,4.206317191597291,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.024003834867808053,0.0021743279638083597,0.025492063195259533,standard,1.594844000000002,0.2148487000705584,0.004001916727643606,6677.338557523238,2106.7383857423815,0.09721899999999906,-0.999999999999373,9.806009975316459e-14,90,1.1206590870030082,0.9682110136492964,0.367879441171841,0.3678794411718413,0.24311673443458695,1.51087100760799,0.039999999999999925
0,32,Cs,Br,4.206317191597291,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.024003834867808504,0.0021743279638103247,0.02549206319525942,standard,1.594844000000002,0.21484870007055715,0.004001916727646104,6677.338557523277,2106.7383857423633,0.09721899999999906,-0.999999999999373,3.237755667337806e-13,90,1.1206590870029969,0.9665202519042563,0.36787944117184107,0.2431167344345869,0.36787944117184107,1.3932720449559182,0.039999999999999925
0,22,Cs,Br,4.206317191597291,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.023825426968893185,0.0018001238909104548,0.024715342380291182,standard,1.594844000000002,0.21484870007055756,0.004001916727645299,6677.338557523244,2106.738385742379,0.09721899999999906,-0.999999999999373,9.806009975316451e-14,90,1.0,0.8092015307179992,0.3678794411718411,0.36787944117184107,0.24311673443458695,1.6885239353774018,0.040000000000000036
0,20,Cs,Br,4.206317191597292,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.024003834867807827,0.0021743279638104015,0.02549206319525965,standard,1.594844000000002,0.2148487000705575,0.00400191672764541,6677.338557523258,2106.738385742372,0.09721899999999906,-0.999999999999373,3.237755667337801e-13,90,1.120659087002997,0.7588497679965283,0.3678794411718413,0.24311673443458695,0.36787944117184107,1.4126339371743661,0.04000000000000026
0,29,Cs,Br,4.206317191597292,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.024003834867807793,0.0021743279638097475,0.025492063195259637,standard,1.594844000000002,0.21484870007055723,0.00400191672764591,6677.338557523271,2106.738385742365,0.09721899999999906,-0.999999999999373,3.237755667337806e-13,90,1.120659087003015,0.9665202519042564,0.36787944117184107,0.24311673443458695,0.3678794411718413,1.3932720449559182,0.039999999999999925
0,24,Cs,Br,4.206317191597292,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.023825426968894666,0.0018001238909072415,0.024715342380291216,standard,1.594844000000002,0.21484870007055765,0.004001916727645105,6677.3385575233015,2106.738385742351,0.09721899999999906,-0.999999999999373,3.341470442653382e-13,90,1.0,0.6425274178128519,0.24311673443458698,0.36787944117184107,0.3678794411718413,1.2280502747726443,0.040000000000000036
0,17,Cs,Br,4.206317191597292,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.02400383486780902,0.002174327963808501,0.02549206319525976,standard,1.594844000000002,0.21484870007055762,0.004001916727645188,6677.338557523248,2106.7383857423765,0.09721899999999906,-0.999999999999373,3.237755667337801e-13,90,1.1206590870029982,0.9621098912994603,0.3678794411718411,0.24311673443458695,0.3678794411718411,1.5463259299381733,0.04000000000000026
0,18,Cs,Br,4.206317191597292,12,6,2.17,0.08000000000000007,3.46,0.09721899999999906,1.594844000000002,0.0240038348678093,0.0021743279638073267,0.02549206319525958,standard,1.594844000000002,0.214848700070558,0.004001916727644411,6677.338557523291,2106.738385742356,0.09721899999999906,-0.999999999999373,3.3414704426533777e-13,90,1.1206590870030162,0.6425274178128519,0.24311673443458695,0.3678794411718411,0.3678794411718411,1.5143888415649978,0.04000000000000015
