mean_bond_length,volume_per_fu,lattice_anisotropy_ratio,structural_heterogeneity_index,coordination_entropy,packing_fraction,total_energy_per_atom,fermi_level,electrostatic_potential_mean,electrostatic_potential_variance,electron_cloud_distortion_mean,electron_cloud_distortion_variance,structure_hash,global_asymmetry_norm,lie_asymmetry_magnitude_entropy,force_covariance_invariant_1,force_covariance_invariant_2,total_torsional_stress,log_configurational_phase_space_volume,field_density_coupling_invariant_1,field_density_coupling_invariant_2,log_bond_density_symplectic_volume,path_vfe_fluctuation_mean,path_vfe_fluctuation_std,path_vfe_fluctuation_max,path_vfe_mean_mean,path_vfe_mean_std,path_vfe_mean_max,path_vfe_cost_mean,path_vfe_cost_std,path_vfe_cost_max,path_lie_total_mean,path_lie_total_std,path_lie_total_max,path_lie_mean_mean,path_lie_mean_std,path_lie_mean_max,path_lie_std_mean,path_lie_std_std,path_lie_std_max,path_info_total_mean,path_info_total_std,path_info_total_max,path_info_mean_mean,path_info_mean_std,path_info_mean_max,H1_Betti_number,graph_density,assortativity_coefficient,average_path_length,graph_diameter,laplacian_spectral_entropy,global_vfe_mean,global_vfe_std,ontological_potential_curvature,global_entropy_mean,global_entropy_std,spectral_gap
3.375020643719853,178.37537226776254,1.036774502587109,0.05556428194001608,1.5219280948873621,0.5810261056670477,-3.5306366237287685,3.50388169961049,-5.800348863347757e-17,492.7051257043597,0.03956132624340939,0.008028466004378202,2fa1daa5c9374e5400123e069be946bf,1.2406743628088537,0.9709505944546686,0.000245962693051851,3.8426616479825516e-32,0.40026930119618953,-41.58372543707614,0.3554990867017077,0.0016614390768675174,-2.9932878537838423,0.720858668685136,0.09933842515525271,0.934253534994585,-0.5448623732817153,0.23331081669179818,0.02012581886107645,4.898688593643228,1.2038396616848388,8.646877762394919,2.8343893843077894,2.6549060097834736,12.325144589656071,0.5668778768615579,0.5309812019566946,2.4650289179312144,0.6525451081962371,0.526940931157034,1.4410884861735147,13.932735587940424,2.1212083023819392,19.98134927122739,2.786547117588085,0.42424166047638784,3.996269854245478,73,0.14358974358974358,-0.5000000000000008,2.4512820512820515,4,5.128229509151706,-0.4907129206688312,0.7760015356138963,0.6021783832751252,1.6339850002884624,0.42430128648024534,0.11895465798698283
