site_index,T_struct_00,T_struct_01,T_struct_02,T_struct_10,T_struct_11,T_struct_12,T_struct_20,T_struct_21,T_struct_22
0,7.591417922522026,-1.092356456641382,1.4292568802226042,-1.092356456641382,7.784231010934621,0.7036545388301776,1.4292568802226042,0.7036545388301776,7.791042882889013
1,7.59141995719669,-1.0953013872193642,1.42979129873328,-1.0953013872193642,7.784629581460739,0.7039513521526167,1.42979129873328,0.7039513521526167,7.7906606024353104
2,7.590516270833398,-1.092653034794497,1.425695578549325,-1.092653034794497,7.783343100648404,0.7037882064979136,1.425695578549325,0.7037882064979136,7.790535230193646
3,7.5905244479618545,-1.0955996809288566,1.4262285004569868,-1.0955996809288566,7.783737383107749,0.7040815278087359,1.4262285004569868,0.7040815278087359,7.790141797279393
4,0.021359874524349225,-0.0029304775528899763,0.15029071398476984,-0.0029304775528899763,0.00040204818048919066,-0.020619201823405566,0.15029071398476984,-0.020619201823405566,1.057464016668425
5,0.350800970632836,-0.4990492894160974,0.11546680851834278,-0.4990492894160974,0.7099472752809992,-0.164263025379525,0.11546680851834278,-0.164263025379525,0.03800612023780891
6,0.3202619579296086,0.4809153015946398,0.13290339789091463,0.4809153015946398,0.7221573514475829,0.19957186951848263,0.13290339789091463,0.19957186951848263,0.055152704633227294
7,0.29040714850802557,0.49086055430905906,0.15350747757674116,0.49086055430905906,0.8296768347971232,0.25946594607268164,0.15350747757674116,0.25946594607268164,0.08114313229904004
8,0.053732277686406496,-0.003565935842617668,0.2480573552465984,-0.003565935842617668,0.00023665288316788256,-0.016462295145224588,0.2480573552465984,-0.016462295145224588,1.1451673768801347
9,0.35223823530202164,-0.526401447882364,0.14705506620285197,-0.526401447882364,0.7866791749483274,-0.2197660333530915,0.14705506620285197,-0.2197660333530915,0.06139365443215716
10,0.02133399017348797,-0.0029431487026249144,0.15015608936475225,-0.0029431487026249144,0.00040602457464929614,-0.020714910619687808,0.15015608936475225,-0.020714910619687808,1.056851108956389
11,0.35120180056225586,-0.49879130331126775,0.11737205793270433,-0.49879130331126775,0.7084040111999677,-0.16669664464946662,0.11737205793270433,-0.16669664464946662,0.03922588085056262
12,0.3205569003241002,0.48061060739061245,0.13462504828989927,0.48061060739061245,0.7205789540104538,0.20184318653936822,0.13462504828989927,0.20184318653936822,0.05653880359066822
13,0.291309019597242,0.4916347597085569,0.15259424102148267,0.4916347597085569,0.8297193725339046,0.2575293862209563,0.15259424102148267,0.2575293862209563,0.07993230839579127
14,0.05476316709331344,-0.0035667308831059414,0.25038813255630565,-0.0035667308831059414,0.00023230156084334626,-0.016307805639328023,0.25038813255630565,-0.016307805639328023,1.144824528103106
15,0.35306994816803344,-0.527008235314124,0.14600298482895638,-0.527008235314124,0.7866364201484682,-0.21793068422998005,0.14600298482895638,-0.21793068422998005,0.060375774515987184
16,0.021394788100000398,-0.0034177108509867754,0.1504004931960811,-0.0034177108509867754,0.000545962287934627,-0.02402572977995512,0.1504004931960811,-0.02402572977995512,1.057281252232828
17,0.352489429169064,-0.49949202583087826,0.11599155786883647,-0.49949202583087826,0.7078007543567246,-0.16436481047321425,0.11599155786883647,-0.16436481047321425,0.03816863821577667
18,0.31857519976470733,0.48040313361573217,0.13227320101311246,0.48040313361573217,0.7244354581218795,0.199464554387835,0.13227320101311246,0.199464554387835,0.054920156117543244
